기간,웃긴대학,아프리카TV,인벤,도탁스,오유,트위터,일베,이종락싸,인스티즈,네이트판,쭉빵여시
2016/03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016/04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016/05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016/06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016/07,0.0,0.0,0.12013014160318776,0.0,0.04335965724375296,0.0,0.0,0.0,0.0,0.0,0.0
2016/08,0.0,0.08701534364202242,0.6006507080159388,0.0,0.1083991431093824,0.0,0.0,0.0,0.0,0.0,0.0
2016/09,0.3016273883373887,0.23929219501556162,1.5316593054406438,0.3616763259760803,0.13007897173125887,0.0,0.2541890840520953,0.11685500288107564,0.11864699611980348,0.023336618409998962,0.0
2016/10,0.5429292990072997,0.6526150773151681,2.883123398476506,1.0398194371812308,0.8671931448750592,0.0,1.0255214770377639,0.4440490109480874,0.3322115891354498,0.1866929472799917,0.08127541832862456
2016/11,1.0858585980145994,1.479260841914381,3.8441645313020083,1.6727530076393713,2.0595837190782653,0.0,1.8669749966584932,0.8647270213199597,1.186469961198035,0.7701084075299658,0.7198679909106745
2016/12,1.9304152853592882,3.0890446992917955,5.10553101813548,3.0742487707966824,2.7966978922220656,0.0,3.3570489376535346,1.9865350489782858,2.5390457169637948,1.5168801966499323,2.5543702903282006
2017/01,2.7749719727039763,3.6981521047859522,6.006507080159388,3.661972800507813,3.3170137791471013,0.0,4.715645766207837,3.0616010754841816,4.556044651000454,2.567028025099886,3.9766901110791304
2017/02,3.559203182381187,5.133905274879322,7.147743425389671,4.566163615448014,4.184206924022161,0.0,6.0917728764209045,4.183409103142508,5.884891007542253,3.780532182419832,5.166794450891133
2017/03,4.283108914390921,5.764766516283984,7.838491739608002,5.334725808147184,5.8535537279066485,0.0,7.467899986633973,5.445443134258125,7.261196162531974,4.667323681999792,6.664584302947214
2017/04,5.0673401240681315,7.0482428350038155,8.34904484142155,6.329335704581405,8.173295390447432,0.0,9.273518997486788,7.502091184965055,8.47139552295397,6.464243299569712,9.277008463510146
2017/05,6.515151588087597,8.919072723307297,9.03979315563988,7.685621926991706,9.430725450516267,0.0,11.114198571657132,9.278287228757405,9.254465697344672,8.214489680319636,11.483055532429956
2017/06,7.420033753099763,10.0937798624746,9.550346257453427,8.318555497449847,10.167839623660068,0.0,12.358848569429462,9.979417246043859,10.108724069407257,9.824716350609563,13.265309348636222
